ID,UUID,Language,Hardware_Model,SDK_Version,Manufacture,Screen_Size,Time_Zone,Date_Time,Country_Code,Num_of_CPU_Cores,Location,Location_lat,Location_long,Button,Touch_Pressure,Touch_Size,X_Coordinate,Y_Coordinate,X_Precision,Y_Precision,Action_Type,Action_Timestamp,HR_Timestamp
58,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,5,0.612500011920929,0.3333333432674408,509.0,931.0,1.0,1.0,Up,37094864,2017-05-15 20:36:26
59,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,LETTERS,0.612500011920929,0.3333333432674408,143.0,1362.0,1.0,1.0,Down,37095338,2017-05-15 20:36:26
60,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,NUMBERS,0.612500011920929,0.3333333432674408,143.0,1362.0,1.0,1.0,Up,37095379,2017-05-15 20:36:26
61,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,SHIFT,0.612500011920929,0.3333333432674408,100.0,1180.0,1.0,1.0,Down,37095837,2017-05-15 20:36:26
62,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,SHIFT,0.612500011920929,0.3333333432674408,100.0,1180.0,1.0,1.0,Up,37095887,2017-05-15 20:36:26
63,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,T,0.6500000357627869,0.40000003576278687,498.0,961.0,1.0,1.0,Down,37096245,2017-05-15 20:36:26
64,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,t,0.5625,0.3333333432674408,498.0,960.0,1.0,1.0,Down,37096245,2017-05-15 20:36:26
65,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,t,0.5625,0.3333333432674408,498.0,960.0,1.0,1.0,Up,37096302,2017-05-15 20:36:26
66,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,DELETE,0.5,0.2666666805744171,953.0,1220.0,1.0,1.0,Down,37097434,2017-05-15 20:36:26
67,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,DELETE,0.5,0.2666666805744171,953.0,1220.0,1.0,1.0,Up,37097492,2017-05-15 20:36:26
68,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,SHIFT,0.5625,0.2666666805744171,123.0,1221.0,1.0,1.0,Down,37098415,2017-05-15 20:36:26
69,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,SHIFT,0.5625,0.2666666805744171,123.0,1221.0,1.0,1.0,Up,37098465,2017-05-15 20:36:26
70,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,R,0.6000000238418579,0.3333333432674408,384.0,954.0,1.0,1.0,Down,37099006,2017-05-15 20:36:26
71,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,r,0.6000000238418579,0.3333333432674408,384.0,954.0,1.0,1.0,Up,37099072,2017-05-15 20:36:26
